Age,Gender,Occupation,Years_Driving,Annual_Mileage,Claims_Frequency,Claim_Severity,Traffic_Violations,Vehicle_Age,Vehicle_Type,Location,Risk_Level
41,Female,Driver,13,6093,0,88.42663545592602,1,19,Truck,Rural,Low
58,Female,Engineer,10,7438,1,230.2634802495574,1,19,Motorcycle,Rural,Low
18,Female,Teacher,14,13729,1,314.39281264680676,0,4,Truck,Urban,Low
68,Male,Driver,9,27407,2,818.9962011166398,1,5,Sedan,Urban,Moderate
60,Female,Student,11,23558,1,44.15674197305468,1,3,Motorcycle,Rural,Low
39,Male,Engineer,3,26730,0,1966.4186735222754,3,19,SUV,Urban,Low
40,Female,Student,40,10943,1,636.2503426721868,2,13,SUV,Urban,Low
36,Male,Student,12,29174,0,664.0399633886199,0,13,Truck,Urban,Moderate
35,Male,Doctor,35,28061,0,395.29550286551535,0,19,SUV,Urban,Low
29,Female,Teacher,39,22829,1,238.26048438193823,2,13,SUV,Rural,Low
45,Male,Engineer,46,20722,0,452.0365654452545,0,5,SUV,Rural,Low
45,Male,Student,39,3333,2,2446.4579155758997,1,17,Sedan,Urban,Very High
50,Male,Student,32,5386,1,98.97078434897236,3,18,Motorcycle,Rural,Low
36,Male,Teacher,39,13655,0,62.650799065486666,1,12,Truck,Rural,Moderate
45,Female,Student,14,21965,0,121.54795475803684,0,17,Truck,Urban,Moderate
69,Male,Student,44,24082,0,1500.4827724495456,1,18,Motorcycle,Rural,Low
66,Female,Student,1,17316,1,49.6277861479666,1,1,Sedan,Urban,Low
54,Male,Student,27,9359,1,405.21299621392615,1,2,Motorcycle,Urban,Moderate
43,Female,Doctor,37,15172,0,553.1401119887208,1,13,Truck,Rural,Low
52,Female,Doctor,43,4542,0,707.4714797513014,4,10,SUV,Urban,Low
51,Female,Driver,1,29585,0,3.204379907415909,2,3,SUV,Urban,Low
52,Male,Engineer,45,23270,0,667.0220869720015,2,15,SUV,Urban,Low
57,Female,Teacher,29,16529,0,216.8190487229727,0,1,Sedan,Urban,Low
33,Female,Driver,24,9054,0,103.0044078166875,0,12,Sedan,Urban,Low
55,Male,Doctor,17,7914,1,762.0606628741838,3,4,Sedan,Rural,Low
30,Female,Doctor,35,8513,0,1363.1608036548387,2,2,SUV,Urban,Low
40,Male,Doctor,31,9269,0,2729.5221824788932,0,19,Truck,Urban,Low
39,Male,Driver,42,12090,0,2437.941046153939,2,19,Sedan,Urban,Low
33,Female,Doctor,32,2108,1,509.15473088520434,4,13,Motorcycle,Urban,Low
45,Male,Driver,19,26467,0,1217.5909480072282,3,8,SUV,Urban,Low
65,Male,Doctor,31,22140,1,1189.479076901999,1,11,SUV,Rural,Low
52,Male,Student,39,2224,0,531.2080422535745,0,8,SUV,Rural,Low
62,Female,Student,20,13876,1,103.37404910566309,1,12,SUV,Rural,Low
63,Male,Engineer,28,24912,0,481.2812476547117,2,17,Truck,Urban,Low
25,Male,Doctor,3,16097,0,4874.080547162195,1,8,SUV,Urban,Low
61,Male,Engineer,32,9756,0,809.7589330646623,0,3,SUV,Rural,Moderate
39,Female,Driver,22,3859,1,417.6252532117024,1,7,Truck,Rural,Low
38,Male,Engineer,44,25877,1,1361.8545682473905,0,13,Motorcycle,Urban,Low
43,Female,Doctor,42,15628,1,1159.4003858730803,1,18,Motorcycle,Urban,Moderate
57,Male,Driver,44,13581,0,864.6472899950897,1,10,Truck,Urban,Low
38,Female,Driver,15,9300,1,1014.5449062342069,0,6,SUV,Rural,Moderate
42,Female,Student,38,3412,0,879.3271557683381,1,4,Sedan,Urban,High
58,Female,Driver,19,3647,0,3129.881726531296,0,13,Sedan,Rural,Moderate
18,Male,Driver,31,28301,1,711.5839631161988,1,15,SUV,Urban,Moderate
23,Male,Engineer,26,14805,0,892.0638691221394,1,17,Truck,Urban,Low
40,Male,Driver,5,4338,1,638.0057008577811,3,13,SUV,Urban,Low
68,Female,Teacher,20,27716,0,916.8464899172114,0,15,SUV,Rural,Low
40,Male,Student,2,6804,1,2214.820648026229,0,6,Truck,Rural,Low
60,Male,Student,21,24615,0,415.1436452438226,2,19,Truck,Rural,Low
60,Female,Driver,36,21907,1,684.986309523714,1,12,Sedan,Urban,Low
40,Male,Engineer,28,21197,1,595.3146491227069,2,7,Sedan,Urban,Moderate
49,Male,Student,20,13392,1,507.4600962012817,1,9,SUV,Rural,Low
47,Female,Student,37,11448,0,1720.5775312305138,1,11,Truck,Urban,Low
30,Female,Teacher,39,21029,0,263.8941439156683,0,16,Motorcycle,Urban,Low
60,Male,Driver,36,28635,0,692.9831951315942,1,7,SUV,Urban,Moderate
35,Female,Student,11,28097,0,2585.4045203436017,0,14,Motorcycle,Urban,Low
40,Male,Student,3,4417,0,175.84834151279657,1,1,SUV,Rural,Low
32,Male,Student,37,17395,1,4.6553056446610155,0,17,Truck,Rural,Low
50,Male,Student,20,23993,0,308.1889973891386,1,6,Sedan,Rural,High
38,Male,Engineer,32,28842,0,2555.0462345546307,1,2,SUV,Rural,Moderate
56,Male,Doctor,47,20529,0,91.70361225860174,2,9,Truck,Rural,Low
40,Female,Teacher,25,18258,0,147.42682712763977,1,16,Sedan,Rural,Moderate
44,Female,Engineer,21,28009,0,386.16219676442597,2,11,Sedan,Urban,Low
62,Male,Teacher,16,8303,0,1468.3882404152303,1,6,Truck,Rural,Low
61,Female,Student,48,18267,1,1391.4305661081173,0,13,Truck,Urban,Low
35,Female,Teacher,42,5650,0,91.09638447099839,0,12,Truck,Rural,Low
41,Male,Driver,1,13177,0,2715.7139029386485,1,15,Motorcycle,Rural,Very High
68,Female,Driver,23,14747,0,272.8838547127878,1,6,Motorcycle,Urban,Low
64,Female,Doctor,43,25094,1,329.38888239513193,1,16,SUV,Rural,Low
57,Male,Doctor,49,24181,1,488.44089493396683,1,9,SUV,Urban,Low
68,Male,Teacher,24,22823,0,1006.4691977623265,2,10,Truck,Rural,Low
59,Male,Engineer,47,15182,2,736.7009276734171,2,6,SUV,Urban,Low
24,Male,Engineer,25,8008,1,2639.6661272525143,2,13,SUV,Urban,Moderate
67,Male,Student,7,14276,0,831.5375720220476,1,5,Motorcycle,Urban,Moderate
65,Male,Engineer,38,10771,2,1945.1696489893275,1,15,Truck,Urban,Low
37,Male,Doctor,47,12963,1,81.4311209403543,0,12,SUV,Urban,Moderate
44,Female,Engineer,47,25928,0,1937.2614014712465,0,9,Truck,Urban,Low
23,Male,Student,39,9162,1,220.28906894028168,1,5,SUV,Urban,Low
44,Female,Driver,35,15849,0,450.28680279131675,2,12,Motorcycle,Urban,Moderate
26,Female,Engineer,14,27082,0,385.49578111723264,1,15,Truck,Urban,Low
62,Male,Engineer,9,4487,1,411.4050059937767,1,12,SUV,Urban,Low
48,Female,Doctor,3,28427,0,2509.376839959525,0,12,Sedan,Urban,Low
38,Female,Teacher,38,27605,0,582.6684856804221,4,19,Motorcycle,Urban,Moderate
43,Female,Driver,20,11038,0,311.9313646052365,0,15,Sedan,Urban,Low
57,Male,Teacher,41,8537,0,348.70961329102505,2,10,Truck,Urban,Low
65,Female,Student,33,3390,0,1626.2608981012845,2,3,Motorcycle,Urban,Low
62,Female,Student,41,5030,1,774.6052108218536,0,12,Motorcycle,Rural,Very High
30,Male,Teacher,44,8492,0,596.9230895480225,2,12,SUV,Rural,Moderate
66,Female,Doctor,32,4438,2,2614.7495710928615,2,18,Truck,Rural,Low
40,Female,Doctor,36,3383,1,2659.3700519018107,0,8,Sedan,Urban,Low
37,Female,Doctor,26,4367,1,1411.0717751032153,2,11,Sedan,Urban,Low
54,Female,Driver,48,7167,0,729.8246794929083,0,7,Sedan,Rural,Moderate
45,Female,Student,5,14172,0,123.99035634311113,2,19,Motorcycle,Rural,High
34,Male,Student,49,2465,0,1230.8296933406634,1,15,Sedan,Urban,Moderate
45,Female,Student,30,19535,0,1688.0068337680757,1,14,Motorcycle,Rural,Moderate
58,Male,Driver,17,4483,0,1910.8245810489561,1,10,Sedan,Urban,Moderate
19,Female,Student,6,17957,0,871.9515898214875,0,16,SUV,Urban,Low
42,Male,Teacher,15,1774,0,959.3002498755027,0,18,Truck,Urban,Low
67,Male,Engineer,1,28941,0,1235.4323112234504,1,15,Truck,Urban,Moderate
58,Male,Driver,13,24414,1,2070.9090450378876,1,17,SUV,Urban,Moderate
23,Female,Engineer,48,21722,0,46.4879200626169,1,17,SUV,Rural,Very High
28,Female,Teacher,34,15677,1,828.33009758759,0,12,Motorcycle,Urban,Low
55,Female,Doctor,30,25405,0,460.60188063428194,0,1,Truck,Urban,Low
23,Female,Doctor,19,4930,0,1790.7153801198237,2,14,Sedan,Rural,Moderate
62,Female,Doctor,2,28256,2,143.6523129183286,1,17,SUV,Rural,Low
28,Male,Driver,44,22344,0,2404.632828486382,0,5,SUV,Rural,Low
31,Male,Doctor,12,3220,0,132.39673570145337,1,4,Motorcycle,Rural,High
19,Male,Driver,40,2439,0,93.57107021493384,1,2,Motorcycle,Rural,Low
57,Female,Driver,44,23630,0,425.4115133595556,1,5,Truck,Rural,Low
20,Female,Engineer,24,8424,1,5244.627357189051,1,3,Sedan,Urban,High
52,Male,Doctor,11,9905,1,1004.5830786424918,1,18,SUV,Urban,Low
50,Female,Student,2,7700,0,26.794353034626305,3,13,SUV,Rural,Low
41,Female,Doctor,1,26151,2,286.70180576105395,1,13,Motorcycle,Urban,Low
36,Male,Doctor,28,23723,0,161.53751210327744,2,12,Sedan,Urban,Moderate
35,Male,Doctor,4,22468,2,1.0047456749681358,2,4,SUV,Urban,Low
66,Female,Student,41,6510,0,723.4842738789478,0,7,Truck,Urban,Moderate
69,Female,Student,30,12173,2,479.82396474881324,2,6,Motorcycle,Rural,Low
41,Male,Driver,7,17453,1,950.0549886793289,0,8,Motorcycle,Rural,Low
62,Female,Student,22,12956,0,243.81094692781792,1,5,Truck,Rural,Moderate
52,Male,Driver,26,14130,0,1778.1707352055928,3,6,Motorcycle,Urban,Low
18,Male,Engineer,29,15582,0,483.1507246957764,0,5,Motorcycle,Urban,Low
53,Male,Driver,25,27952,1,659.528082428594,1,19,Sedan,Urban,Low
42,Female,Doctor,10,27781,0,1318.5831493776748,0,9,Truck,Urban,Low
62,Male,Teacher,20,26493,0,181.71988525012358,1,18,SUV,Urban,Moderate
66,Male,Teacher,14,11937,0,304.27684849903005,2,8,Motorcycle,Rural,High
60,Female,Doctor,33,9934,1,168.12519866645997,0,1,Truck,Rural,Low
51,Male,Driver,5,7728,0,1461.3697489129845,1,14,Sedan,Rural,Moderate
42,Female,Doctor,45,21534,1,102.61076018100287,3,9,Truck,Urban,Low
33,Female,Student,6,19917,1,671.3914861758495,2,7,SUV,Urban,High
51,Female,Driver,22,24794,0,1385.9329771166765,1,10,SUV,Urban,Moderate
46,Male,Doctor,17,27413,0,708.7926069795657,1,17,Motorcycle,Rural,Moderate
36,Male,Student,15,26952,0,710.6533145214131,2,11,Truck,Rural,Low
40,Female,Student,39,25985,0,65.7923712371055,1,17,Motorcycle,Rural,Low
36,Female,Driver,40,20391,0,1527.2185554882205,1,14,Sedan,Rural,Low
42,Female,Engineer,28,25527,1,926.3604858074395,2,14,Sedan,Rural,Low
33,Male,Engineer,2,28528,0,1101.1547020176802,1,8,Motorcycle,Urban,Low
68,Female,Student,18,7870,1,1451.5780469269127,1,18,Truck,Rural,Low
26,Female,Engineer,27,22518,2,822.3856338951438,0,19,Sedan,Urban,Low
18,Female,Student,21,5242,3,710.5436174225198,0,18,SUV,Rural,Low
59,Male,Engineer,23,22993,2,1088.1627971787714,1,17,Motorcycle,Rural,Low
36,Female,Student,7,10871,1,2302.6667912242556,0,18,Sedan,Rural,Low
50,Male,Student,48,25162,0,1017.4855742205067,4,14,Truck,Urban,Low
51,Male,Student,19,10906,2,1552.6878494126806,0,8,SUV,Urban,Moderate
33,Female,Student,9,18581,0,654.449203736506,5,18,Motorcycle,Urban,High
61,Female,Teacher,12,19721,0,890.554616356791,0,9,SUV,Rural,High
57,Female,Engineer,46,17205,2,198.6334481005046,0,1,Motorcycle,Urban,Moderate
35,Male,Student,30,9086,1,670.442974617383,1,6,Motorcycle,Urban,Moderate
51,Male,Doctor,7,12408,0,161.21380151446647,1,6,Truck,Rural,Moderate
42,Male,Driver,2,28532,0,629.2740923390355,1,6,Sedan,Urban,Low
62,Female,Doctor,17,4193,0,67.15707578492555,1,7,Sedan,Urban,Moderate
23,Male,Doctor,11,9218,0,858.5110402079436,0,17,Motorcycle,Urban,Low
38,Female,Teacher,12,28713,1,337.90288570363094,0,9,SUV,Rural,Moderate
23,Female,Engineer,3,6220,1,1842.908629513936,2,11,SUV,Urban,Low
49,Female,Teacher,21,20357,2,472.0276416872524,0,18,Truck,Rural,Moderate
58,Male,Engineer,14,7531,0,2498.274616328111,1,13,Sedan,Urban,Low
65,Male,Student,15,20549,1,640.3415427275418,2,14,SUV,Urban,Low
60,Male,Teacher,42,18474,0,1889.634846715921,1,5,Sedan,Urban,Low
56,Female,Driver,41,25825,0,352.78461431658513,0,7,Truck,Rural,Low
48,Male,Engineer,10,1141,3,600.7541935814012,0,3,Motorcycle,Rural,Low
59,Male,Teacher,36,17650,0,1004.208476979622,0,12,SUV,Rural,Low
27,Female,Driver,10,8719,1,299.2836310535671,2,7,Truck,Rural,Moderate
47,Female,Doctor,17,21694,0,1070.9825102933776,0,7,Sedan,Rural,Moderate
69,Male,Student,44,9680,0,340.5237381521287,1,11,Sedan,Rural,Low
35,Female,Student,25,9687,0,662.2158702250784,2,10,Motorcycle,Rural,Low
41,Male,Doctor,27,17863,1,23.647206559256144,1,2,Motorcycle,Rural,Low
69,Female,Teacher,33,3690,0,81.40782138318477,1,12,SUV,Urban,Moderate
26,Female,Doctor,11,16849,1,257.6071464279819,2,9,SUV,Urban,Low
48,Male,Driver,13,13288,0,1642.4416052032377,0,6,Truck,Urban,Low
32,Female,Engineer,1,28656,1,1079.940281021524,3,14,SUV,Urban,Moderate
21,Female,Teacher,31,23383,1,2239.1233425936834,0,8,Motorcycle,Rural,Moderate
57,Female,Engineer,33,22320,0,2350.840066327382,0,16,Sedan,Rural,Low
26,Male,Doctor,21,3427,1,469.47801061742484,0,16,Motorcycle,Rural,Low
62,Female,Student,16,26419,0,458.12392309279886,1,1,SUV,Rural,Low
26,Female,Engineer,39,9064,0,1806.3233065233612,2,10,Sedan,Rural,Low
43,Male,Engineer,23,4215,0,555.8984285053245,0,19,Motorcycle,Urban,Low
21,Male,Student,10,23365,0,1946.3193667814055,1,7,SUV,Rural,Moderate
34,Female,Engineer,48,4911,0,705.0777393980179,0,6,Motorcycle,Rural,Moderate
33,Female,Engineer,33,21461,0,552.8864482272725,2,4,Motorcycle,Rural,Moderate
32,Female,Student,22,19733,1,327.21309200355415,0,9,Motorcycle,Rural,Low
52,Male,Student,41,1649,0,135.23208879604786,0,4,Motorcycle,Urban,High
69,Female,Doctor,6,22920,2,746.3418761560035,2,11,Motorcycle,Rural,Low
22,Male,Doctor,47,27469,0,393.3761478690622,0,3,Motorcycle,Rural,Moderate
22,Male,Engineer,36,20240,0,286.93598016175264,3,12,Motorcycle,Rural,Moderate
37,Female,Teacher,47,28826,0,185.92022377769013,1,3,Motorcycle,Urban,Moderate
32,Female,Doctor,10,16503,0,492.04005135606474,3,7,Truck,Rural,Low
35,Male,Doctor,16,11578,0,811.6441845055193,1,3,Motorcycle,Rural,Low
64,Female,Teacher,13,22962,0,1814.1643799659005,4,4,Motorcycle,Urban,Moderate
19,Female,Teacher,20,19109,0,1715.8545608182167,1,5,Truck,Urban,Low
46,Male,Student,4,9116,0,1931.4590196624645,1,18,Sedan,Urban,Moderate
30,Female,Doctor,20,2354,1,858.5729558528793,2,4,Truck,Rural,Moderate
21,Male,Driver,22,18677,0,819.9581819848481,1,5,SUV,Urban,Low
59,Female,Driver,29,28622,0,2355.370757792358,1,19,Sedan,Rural,Low
62,Male,Engineer,16,20642,0,340.4457981258017,0,4,SUV,Urban,Low
27,Male,Doctor,43,3713,2,157.1809104637527,1,12,Sedan,Rural,Low
48,Female,Driver,47,9595,0,86.40222320565678,0,14,Motorcycle,Rural,Low
58,Male,Doctor,43,14779,1,2129.006927737326,5,12,Sedan,Urban,Low
25,Male,Doctor,23,13164,1,464.8540564594145,0,13,Motorcycle,Urban,Low
20,Female,Driver,30,21416,1,690.6029593728775,0,5,Sedan,Rural,Low
65,Female,Doctor,30,2546,0,1624.8563997777774,1,1,Motorcycle,Rural,Low
63,Female,Teacher,43,3606,0,467.0767884155939,2,19,Truck,Urban,Moderate
26,Male,Engineer,3,20209,1,2024.6106166054924,0,14,Truck,Rural,Moderate
47,Male,Student,24,27428,1,388.1624703845365,1,9,Truck,Rural,Low
28,Male,Driver,49,5206,1,1318.1955341658374,2,9,Sedan,Rural,Moderate
52,Female,Student,37,26388,0,1100.7243329261414,0,14,Motorcycle,Rural,High
54,Male,Engineer,13,4374,0,224.82760010203876,0,1,Motorcycle,Urban,Very High
59,Male,Teacher,42,26505,0,132.95762048016636,1,15,Motorcycle,Rural,Moderate
30,Female,Teacher,32,14173,2,118.28216775344185,1,11,Truck,Rural,High
53,Male,Teacher,37,29651,0,1052.4364981701192,0,18,Truck,Rural,Low
30,Female,Teacher,12,25024,2,13.028261448379434,1,9,Sedan,Rural,Low
29,Female,Driver,8,24318,2,1080.7945302654794,2,5,Truck,Rural,High
54,Female,Driver,24,15627,1,1523.1032017247621,1,15,Sedan,Urban,Low
27,Male,Doctor,44,7078,1,360.2674333812199,0,15,Truck,Rural,Moderate
26,Male,Doctor,16,4323,0,1369.24256349027,1,2,Sedan,Urban,Low
69,Male,Engineer,32,9366,0,180.78628278445592,3,1,Sedan,Rural,High
24,Female,Doctor,34,15444,1,3231.2254542336123,2,2,Sedan,Urban,Moderate
19,Female,Engineer,35,8105,0,264.05173246779407,2,1,Truck,Urban,Low
40,Female,Engineer,32,18747,0,670.1438843757172,1,19,Sedan,Urban,Low
56,Male,Engineer,17,28471,1,3937.1515275624915,0,15,Sedan,Rural,Low
57,Male,Teacher,2,10229,2,2376.6404978836163,2,12,SUV,Urban,Moderate
56,Male,Student,26,16028,0,1077.23783189455,0,7,SUV,Rural,Low
38,Male,Student,44,8489,0,460.7549444037991,2,13,Sedan,Rural,High
40,Male,Driver,17,17304,0,1204.2673019521333,0,1,Sedan,Urban,Low
46,Female,Engineer,38,25335,0,616.6928529686188,0,10,Truck,Rural,Low
31,Male,Teacher,49,20395,0,115.23125098485731,2,19,Motorcycle,Urban,Moderate
43,Female,Doctor,2,3090,0,1589.5259222873801,1,5,Truck,Urban,Moderate
68,Female,Doctor,8,26036,2,2052.6949383168394,3,6,Sedan,Urban,Moderate
22,Male,Driver,46,16461,1,523.5849000107903,1,5,Truck,Urban,High
48,Female,Driver,6,11944,0,1095.7951911924495,0,17,Truck,Urban,Low
42,Male,Engineer,9,1148,1,30.83314065717457,0,7,Sedan,Urban,High
48,Male,Engineer,1,21817,0,219.7121279865901,0,3,Truck,Urban,Low
67,Female,Doctor,5,6098,2,844.584031598682,1,4,Motorcycle,Urban,Moderate
37,Male,Doctor,39,15559,0,320.3190771327463,0,8,SUV,Rural,Low
61,Male,Doctor,9,2133,2,2888.917458950976,2,13,Motorcycle,Urban,Moderate
34,Female,Doctor,14,17737,0,1814.275837726079,0,3,Truck,Rural,Low
62,Female,Student,27,10299,1,1064.2288708561266,1,9,Truck,Urban,Moderate
19,Female,Engineer,9,28178,1,6759.1694917726645,1,9,Motorcycle,Urban,Low
42,Female,Engineer,36,19497,1,278.71954600674655,0,10,Sedan,Rural,High
30,Female,Doctor,29,24939,0,2514.875719049764,0,18,Truck,Urban,Low
56,Female,Teacher,20,29670,1,363.2298648689142,2,3,Motorcycle,Urban,Low
45,Male,Doctor,15,23394,1,907.8136459033324,0,12,SUV,Urban,Low
59,Male,Driver,36,15956,0,569.8101858343394,0,2,Sedan,Rural,Low
23,Male,Teacher,3,21069,1,585.5753810579956,2,12,SUV,Rural,Low
20,Female,Driver,23,4206,0,1437.6298632902312,1,9,Truck,Urban,Low
52,Male,Teacher,46,2109,0,427.0106859437957,3,2,Motorcycle,Urban,Low
35,Female,Driver,9,29755,0,708.3184513829493,0,15,Sedan,Urban,Low
28,Male,Doctor,30,11169,0,237.89380502048868,2,7,Sedan,Rural,Moderate
37,Female,Doctor,19,25802,0,1441.6868217615859,1,7,Sedan,Rural,Low
22,Male,Teacher,38,12131,2,802.8092307279805,1,8,SUV,Urban,Low
36,Female,Driver,3,10204,1,294.45642969648463,1,15,Sedan,Urban,High
39,Female,Student,48,29691,0,309.1578093395399,1,12,Motorcycle,Urban,Low
36,Female,Teacher,3,4106,0,347.48413770877346,1,6,Truck,Rural,Low
64,Female,Teacher,34,4936,1,1201.615419312353,1,6,Motorcycle,Urban,Low
33,Male,Engineer,2,11994,1,904.0954031293152,1,16,Sedan,Rural,Low
41,Male,Teacher,27,10658,1,1727.3527977439612,0,5,Sedan,Rural,Moderate
58,Female,Student,23,17340,0,847.5343572057767,1,3,Motorcycle,Urban,Low
21,Female,Doctor,42,12180,0,366.22524895819885,2,14,Truck,Urban,Moderate
32,Female,Driver,32,9461,0,3293.3354509717606,4,18,Motorcycle,Urban,Moderate
42,Male,Engineer,47,21190,2,2172.4712827370413,1,1,Sedan,Rural,Low
61,Female,Driver,35,23933,0,326.8684582630524,3,17,Sedan,Rural,High
52,Female,Doctor,40,10723,0,2438.3242356108763,1,12,SUV,Urban,Moderate
31,Male,Teacher,18,9495,1,1273.4098470336544,3,5,Truck,Rural,Low
66,Female,Student,27,16344,0,535.6201342332852,0,2,Truck,Urban,Moderate
36,Female,Engineer,11,14097,0,629.0027701425463,0,7,Sedan,Urban,Low
55,Male,Student,39,22532,1,591.2795340247012,0,17,SUV,Urban,Moderate
53,Female,Student,19,16775,0,1593.8770206009942,0,4,SUV,Urban,Low
24,Female,Student,25,19316,1,192.9832348048069,0,2,SUV,Urban,Low
47,Male,Student,7,19424,0,60.45927055336141,1,19,SUV,Rural,Low
36,Female,Doctor,31,8934,1,690.0677500772974,2,18,Motorcycle,Urban,Moderate
66,Male,Student,2,29597,0,343.0673308371344,3,18,SUV,Urban,Low
42,Female,Student,38,25717,0,829.9394591860912,1,13,Truck,Urban,Low
33,Female,Doctor,5,24173,0,3825.6100605710326,1,7,Motorcycle,Urban,High
64,Female,Driver,14,6775,1,1113.0740525746512,0,18,Sedan,Rural,High
57,Female,Doctor,18,10000,0,3199.5225351485133,1,19,Truck,Rural,Moderate
68,Female,Teacher,36,18331,0,1316.9724699194521,1,1,Motorcycle,Rural,Low
25,Male,Doctor,4,29527,3,78.95125791483228,1,9,Truck,Rural,Low
35,Female,Driver,24,28988,0,2200.939310777763,0,2,Motorcycle,Urban,Low
45,Female,Teacher,13,11484,1,221.79395859263764,1,8,Truck,Urban,Low
33,Male,Teacher,21,18149,1,2000.9212648455393,1,8,SUV,Urban,Low
69,Male,Engineer,33,12115,0,1382.6346705987228,2,2,SUV,Rural,Moderate
36,Female,Student,20,8172,0,1823.9784336729715,2,2,Truck,Urban,Low
59,Male,Teacher,5,22399,0,292.46742711163114,0,1,Truck,Rural,Moderate
34,Female,Teacher,24,26514,1,1647.123255015978,1,2,Sedan,Urban,Very High
62,Male,Driver,35,3496,0,942.5116262631848,1,3,SUV,Urban,Low
30,Male,Teacher,30,20946,1,85.41958173116238,1,12,Sedan,Rural,Low
24,Female,Driver,28,18646,1,2199.414312784359,0,8,Sedan,Rural,High
44,Male,Student,45,7393,2,2094.0376656842977,2,17,SUV,Urban,Moderate
27,Female,Engineer,7,22434,0,848.6113647910198,0,13,Sedan,Urban,Low
51,Male,Engineer,42,6410,0,602.6198957639489,0,1,SUV,Urban,Very High
53,Male,Student,35,1542,0,511.7377464012793,0,11,Sedan,Urban,Low
42,Male,Student,30,11871,0,923.1574612171061,1,9,Motorcycle,Urban,Low
23,Female,Doctor,34,14390,1,1843.2051311826378,2,2,Sedan,Rural,Moderate
41,Female,Teacher,39,12146,0,834.544076143315,2,12,Motorcycle,Urban,Low
35,Male,Teacher,9,24048,0,138.86193468879927,1,11,SUV,Urban,Low
40,Female,Teacher,12,16809,1,365.5271268202916,1,7,Truck,Urban,Low
23,Female,Driver,29,25107,1,1103.3639298389032,1,16,Motorcycle,Rural,High
46,Female,Doctor,10,28507,0,1040.790894558818,1,15,Truck,Urban,Low
42,Male,Teacher,27,20165,1,731.6762395862709,0,5,Truck,Urban,Low
34,Female,Driver,19,13431,1,275.0659189638607,2,17,Truck,Rural,Moderate
63,Male,Driver,13,16479,0,315.5051789172816,1,8,SUV,Rural,Low
41,Male,Engineer,42,12183,2,662.1323866680339,0,19,Motorcycle,Urban,Low
28,Male,Driver,37,19996,1,501.6945211077315,1,7,Sedan,Urban,Moderate
43,Male,Student,32,29224,1,379.70512312874524,1,7,SUV,Rural,Low
68,Male,Driver,15,18583,0,1768.7744034123705,0,13,SUV,Urban,Moderate
51,Female,Student,21,11309,1,701.2171015048986,2,18,SUV,Rural,Low
45,Female,Student,3,17173,1,699.3036053914769,0,18,Sedan,Urban,Low
20,Male,Engineer,8,11872,0,558.7140595071307,0,3,Motorcycle,Rural,Moderate
28,Female,Engineer,6,8032,0,1142.2595677223842,0,6,Truck,Rural,Low
55,Female,Driver,29,28424,0,193.15970083234717,1,16,SUV,Urban,Moderate
31,Female,Engineer,19,23707,0,2875.0746106232814,5,10,Motorcycle,Urban,High
68,Female,Engineer,17,5688,0,110.49888144805122,0,2,Motorcycle,Rural,Low
43,Female,Teacher,10,13854,2,1238.9085945557838,0,13,SUV,Rural,Low
65,Female,Driver,33,5786,0,1218.418878998686,1,7,Sedan,Rural,Very High
38,Female,Driver,13,4681,0,120.96809430064486,2,13,Sedan,Urban,Low
56,Male,Driver,27,22613,0,4967.971401307159,2,9,SUV,Urban,Low
47,Male,Engineer,42,20879,0,34.91642307281324,0,2,Motorcycle,Urban,Moderate
25,Male,Engineer,12,9856,0,453.64215634052704,0,8,Sedan,Rural,Low
68,Female,Student,2,7078,1,552.985754572697,1,8,SUV,Urban,Moderate
37,Female,Doctor,10,16862,0,1623.5681418648285,1,8,SUV,Urban,Moderate
65,Male,Doctor,21,13693,2,30.270958298462546,0,2,SUV,Rural,Low
49,Female,Doctor,23,14273,1,814.2310147955263,0,15,Sedan,Urban,Low
39,Female,Teacher,1,20546,2,228.15737207812114,1,3,Truck,Rural,Low
24,Male,Engineer,33,28941,1,850.0086385609247,0,14,SUV,Urban,Moderate
26,Male,Student,26,2416,2,1039.438762373063,0,2,Motorcycle,Rural,Low
62,Male,Student,15,20492,2,34.73753906453336,0,5,SUV,Rural,Low
18,Female,Doctor,22,26092,0,69.84821304651547,1,9,SUV,Urban,Low
46,Female,Teacher,25,26425,2,89.07649508340668,2,8,SUV,Rural,Low
25,Female,Teacher,1,25213,0,1912.4193920157234,0,2,Motorcycle,Rural,Low
21,Male,Doctor,26,27477,1,2612.7469305574996,0,4,SUV,Rural,High
52,Male,Doctor,21,1907,0,575.7600855599762,1,18,Motorcycle,Urban,Low
20,Female,Engineer,41,9507,1,2077.813215713684,1,2,Truck,Rural,Moderate
62,Male,Teacher,24,28819,1,646.6647778648619,0,12,SUV,Rural,Moderate
57,Male,Student,39,24957,1,512.7045450445027,1,6,Sedan,Urban,High
24,Female,Doctor,16,14573,1,757.6749473479349,0,2,Truck,Rural,Low
44,Male,Engineer,32,27083,0,1561.5320358173349,1,12,Motorcycle,Urban,Low
18,Male,Student,16,29698,0,253.30104886023474,1,3,Motorcycle,Urban,Moderate
44,Male,Teacher,13,10710,0,359.1520356181721,0,15,Motorcycle,Urban,Moderate
33,Female,Doctor,42,29726,0,1889.644401786485,0,19,SUV,Rural,Moderate
55,Female,Doctor,32,19318,2,2476.6580529441476,0,19,Truck,Rural,Low
